"Site_ID","species","Individual_ID","Year","Latitude","Longitude","Budburst","Leaves","Risk","mean","stand_dev","mean.leaf","stand_dev.leaf"
2120,"Carya_glabra",4319,2016,40.863445,-73.876656,84,112,28,97.8571428571429,14.3036151581831,113.5,10.3459393743856
2120,"Quercus_rubra",4320,2016,40.863445,-73.876656,84,106,22,111.375,12.3203215291097,125.84375,12.3291141795189
2120,"Carya_glabra",4322,2016,40.863445,-73.876656,92,104,12,97.8571428571429,14.3036151581831,113.5,10.3459393743856
2119,"Prunus_serotina",4323,2016,40.862221,-73.875191,84,96,12,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
2119,"Carya_glabra",4325,2016,40.862221,-73.875191,92,112,20,97.8571428571429,14.3036151581831,113.5,10.3459393743856
2119,"Carya_glabra",4326,2016,40.862221,-73.875191,99,112,13,97.8571428571429,14.3036151581831,113.5,10.3459393743856
2119,"Carya_glabra",4327,2016,40.862221,-73.875191,92,111,19,97.8571428571429,14.3036151581831,113.5,10.3459393743856
2119,"Carya_glabra",4328,2016,40.862221,-73.875191,92,110,18,97.8571428571429,14.3036151581831,113.5,10.3459393743856
2119,"Prunus_serotina",4329,2016,40.862221,-73.875191,84,94,10,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
2119,"Carya_glabra",4331,2016,40.862221,-73.875191,82,96,14,97.8571428571429,14.3036151581831,113.5,10.3459393743856
1668,"Carya_glabra",4332,2016,40.866283,-73.875717,91,112,21,97.8571428571429,14.3036151581831,113.5,10.3459393743856
2119,"Acer_rubrum",4346,2016,40.862221,-73.875191,92,110,18,97.7402597402597,32.172807493859,118.519480519481,31.9426337730339
2119,"Quercus_rubra",4352,2016,40.862221,-73.875191,96,110,14,111.375,12.3203215291097,125.84375,12.3291141795189
2119,"Prunus_serotina",4353,2016,40.862221,-73.875191,99,110,11,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
2119,"Quercus_rubra",4354,2016,40.862221,-73.875191,99,112,13,111.375,12.3203215291097,125.84375,12.3291141795189
1327,"Quercus_rubra",5260,2016,42.546036,-71.3545,116,129,13,111.375,12.3203215291097,125.84375,12.3291141795189
6242,"Acer_rubrum",16524,2016,43.348259,-70.546036,116,134,18,97.7402597402597,32.172807493859,118.519480519481,31.9426337730339
6242,"Hamamelis_virginiana",16530,2016,43.348259,-70.546036,127,144,17,110.947368421053,10.1240839597166,121.894736842105,11.3866136651875
6242,"Viburnum_lantanoides",16532,2016,43.348259,-70.546036,109,116,7,122.619047619048,5.14272486602375,131,6.64830805543787
6362,"Acer_rubrum",17981,2016,43.012966,-73.649918,110,137,27,97.7402597402597,32.172807493859,118.519480519481,31.9426337730339
2540,"Acer_saccharum",23274,2016,41.255749,-73.456375,106,126,20,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
2540,"Acer_saccharum",23275,2016,41.255749,-73.456375,111,126,15,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
2540,"Acer_saccharum",23276,2016,41.255749,-73.456375,111,126,15,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
6362,"Prunus_serotina",23604,2016,43.012966,-73.649918,96,119,23,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
6362,"Acer_saccharum",24294,2016,43.012966,-73.649918,110,137,27,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
6362,"Fagus_grandifolia",24295,2016,43.012966,-73.649918,110,137,27,99.25,19.928677174189,116.958333333333,14.5407348856408
6362,"Acer_rubrum",24296,2016,43.012966,-73.649918,110,137,27,97.7402597402597,32.172807493859,118.519480519481,31.9426337730339
6362,"Acer_rubrum",24297,2016,43.012966,-73.649918,110,137,27,97.7402597402597,32.172807493859,118.519480519481,31.9426337730339
6362,"Fagus_grandifolia",24298,2016,43.012966,-73.649918,110,137,27,99.25,19.928677174189,116.958333333333,14.5407348856408
6362,"Prunus_serotina",24299,2016,43.012966,-73.649918,96,119,23,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
6362,"Acer_saccharum",24303,2016,43.012966,-73.649918,110,137,27,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
8208,"Acer_rubrum",24821,2016,41.256149,-73.457321,97,118,21,97.7402597402597,32.172807493859,118.519480519481,31.9426337730339
1327,"Acer_saccharum",25361,2016,42.546036,-71.3545,116,129,13,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
8460,"Quercus_alba",25663,2016,43.09248,-73.591904,111,137,26,112.5625,13.8369975066848,133.375,13.5345237571676
8460,"Quercus_alba",25664,2016,43.09248,-73.591904,111,137,26,112.5625,13.8369975066848,133.375,13.5345237571676
8460,"Acer_saccharum",25666,2016,43.09248,-73.591904,103,124,21,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
8460,"Acer_saccharum",25667,2016,43.09248,-73.591904,97,137,40,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
8460,"Prunus_serotina",25668,2016,43.09248,-73.591904,97,124,27,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
6242,"Acer_rubrum",28508,2016,43.348259,-70.546036,116,134,18,97.7402597402597,32.172807493859,118.519480519481,31.9426337730339
6242,"Hamamelis_virginiana",28517,2016,43.348259,-70.546036,127,144,17,110.947368421053,10.1240839597166,121.894736842105,11.3866136651875
6242,"Hamamelis_virginiana",28518,2016,43.348259,-70.546036,127,144,17,110.947368421053,10.1240839597166,121.894736842105,11.3866136651875
6242,"Viburnum_lantanoides",28521,2016,43.348259,-70.546036,109,116,7,122.619047619048,5.14272486602375,131,6.64830805543787
6242,"Viburnum_lantanoides",28523,2016,43.348259,-70.546036,116,120,4,122.619047619048,5.14272486602375,131,6.64830805543787
9993,"Acer_rubrum",38323,2016,43.999718,-69.55117,93,143,50,97.7402597402597,32.172807493859,118.519480519481,31.9426337730339
9521,"Sambucus_racemosa",38426,2016,41.078415,-124.151398,42,60,18,55.3333333333333,23.094010767585,73.6666666666667,23.6713610367747
9521,"Sambucus_racemosa",38427,2016,41.078415,-124.151398,42,60,18,55.3333333333333,23.094010767585,73.6666666666667,23.6713610367747
2119,"Carya_glabra",38569,2016,40.862221,-73.875191,104,113,9,97.8571428571429,14.3036151581831,113.5,10.3459393743856
2119,"Fraxinus_americana",38572,2016,40.862221,-73.875191,110,117,7,114.25,11.0937562877246,123.375,6.65340943748821
2119,"Hamamelis_virginiana",38573,2016,40.862221,-73.875191,99,108,9,110.947368421053,10.1240839597166,121.894736842105,11.3866136651875
2120,"Quercus_alba",38577,2016,40.863445,-73.876656,99,112,13,112.5625,13.8369975066848,133.375,13.5345237571676
1668,"Betula_lenta",38593,2016,40.866283,-73.875717,108,112,4,112.166666666667,4.75043857624395,116.5,3.50713558335004
1668,"Ulmus_americana",38595,2016,40.866283,-73.875717,84,112,28,102.5,25.4230866208911,119.75,12.9711217710728
10580,"Fagus_grandifolia",41711,2016,41.238537,-81.725487,93,133,40,99.25,19.928677174189,116.958333333333,14.5407348856408
10787,"Acer_rubrum",42862,2016,40.412285,-76.924904,78,122,44,97.7402597402597,32.172807493859,118.519480519481,31.9426337730339
1915,"Quercus_rubra",43745,2016,41.78344,-73.732552,118,130,12,111.375,12.3203215291097,125.84375,12.3291141795189
9083,"Quercus_alba",45140,2016,40.178272,-77.116959,83,118,35,112.5625,13.8369975066848,133.375,13.5345237571676
11313,"Acer_saccharum",46666,2016,44.201355,-92.646301,94,114,20,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
8736,"Corylus_americana",50844,2016,44.903229,-93.217445,94,106,12,124.4,18.8891503249882,135.8,16.7092788593643
16208,"Viburnum_lantanoides",59811,2016,44.221031,-71.417603,125,133,8,122.619047619048,5.14272486602375,131,6.64830805543787
16209,"Viburnum_lantanoides",59815,2016,44.222012,-71.418297,125,133,8,122.619047619048,5.14272486602375,131,6.64830805543787
16257,"Hamamelis_virginiana",59860,2016,41.211025,-73.826889,109,116,7,110.947368421053,10.1240839597166,121.894736842105,11.3866136651875
16211,"Viburnum_lantanoides",59869,2016,44.221432,-71.4151,125,133,8,122.619047619048,5.14272486602375,131,6.64830805543787
16212,"Viburnum_lantanoides",59872,2016,44.258659,-71.252998,126,132,6,122.619047619048,5.14272486602375,131,6.64830805543787
16213,"Viburnum_lantanoides",59875,2016,44.26144,-71.252998,126,130,4,122.619047619048,5.14272486602375,131,6.64830805543787
16235,"Viburnum_lantanoides",59940,2016,44.256149,-71.251701,126,137,11,122.619047619048,5.14272486602375,131,6.64830805543787
16237,"Viburnum_lantanoides",59948,2016,44.255249,-71.251503,126,137,11,122.619047619048,5.14272486602375,131,6.64830805543787
16238,"Viburnum_lantanoides",59951,2016,44.2523,-71.251701,126,137,11,122.619047619048,5.14272486602375,131,6.64830805543787
16239,"Viburnum_lantanoides",59954,2016,44.25832,-71.253502,119,130,11,122.619047619048,5.14272486602375,131,6.64830805543787
16240,"Viburnum_lantanoides",59957,2016,44.25872,-71.2537,124,139,15,122.619047619048,5.14272486602375,131,6.64830805543787
16241,"Viburnum_lantanoides",59961,2016,44.261089,-71.253601,124,132,8,122.619047619048,5.14272486602375,131,6.64830805543787
2119,"Quercus_alba",61313,2016,40.862221,-73.875191,99,110,11,112.5625,13.8369975066848,133.375,13.5345237571676
16454,"Fraxinus_americana",62061,2016,41.667408,-73.895546,118,125,7,114.25,11.0937562877246,123.375,6.65340943748821
16454,"Fraxinus_americana",62063,2016,41.667408,-73.895546,118,125,7,114.25,11.0937562877246,123.375,6.65340943748821
16454,"Fraxinus_americana",62066,2016,41.667408,-73.895546,120,130,10,114.25,11.0937562877246,123.375,6.65340943748821
16876,"Acer_rubrum",64218,2016,41.745537,-74.119392,91,112,21,97.7402597402597,32.172807493859,118.519480519481,31.9426337730339
2120,"Acer_saccharum",66511,2016,40.863445,-73.876656,79,92,13,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
2120,"Acer_saccharum",66514,2016,40.863445,-73.876656,99,112,13,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
2120,"Acer_saccharum",66517,2016,40.863445,-73.876656,99,112,13,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
1668,"Acer_saccharum",66522,2016,40.866283,-73.875717,81,112,31,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
17311,"Hamamelis_virginiana",66530,2016,43.181,-76.232109,101,112,11,110.947368421053,10.1240839597166,121.894736842105,11.3866136651875
17414,"Acer_rubrum",66937,2016,42.936153,-73.433449,84,128,44,97.7402597402597,32.172807493859,118.519480519481,31.9426337730339
8460,"Prunus_serotina",67084,2016,43.09248,-73.591904,97,124,27,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
8460,"Fagus_grandifolia",67085,2016,43.09248,-73.591904,111,137,26,99.25,19.928677174189,116.958333333333,14.5407348856408
8460,"Quercus_rubra",67086,2016,43.09248,-73.591904,111,158,47,111.375,12.3203215291097,125.84375,12.3291141795189
17562,"Hamamelis_virginiana",67584,2016,41.78577,-73.731003,124,130,6,110.947368421053,10.1240839597166,121.894736842105,11.3866136651875
17680,"Tilia_americana",68458,2016,44.924969,-92.789955,112,120,8,106.125,7.86379588457672,120.125,7.12014245443366
10241,"Quercus_rubra",68652,2016,44.394394,-69.311577,123,145,22,111.375,12.3203215291097,125.84375,12.3291141795189
17562,"Hamamelis_virginiana",68944,2016,41.78577,-73.731003,118,130,12,110.947368421053,10.1240839597166,121.894736842105,11.3866136651875
17754,"Acer_saccharum",69025,2016,44.167084,-71.385849,125,146,21,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
17754,"Acer_saccharum",69026,2016,44.167084,-71.385849,131,146,15,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
17755,"Acer_saccharum",69032,2016,44.171101,-71.386131,125,145,20,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
17755,"Acer_saccharum",69033,2016,44.171101,-71.386131,125,145,20,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
17755,"Acer_saccharum",69034,2016,44.171101,-71.386131,125,145,20,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
17753,"Acer_saccharum",69282,2016,44.168583,-71.38765,125,146,21,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
17753,"Acer_saccharum",69283,2016,44.168583,-71.38765,125,138,13,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
17754,"Acer_saccharum",69285,2016,44.167084,-71.385849,125,146,21,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
17756,"Acer_saccharum",69286,2016,44.171883,-71.385483,131,270,139,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
17756,"Acer_saccharum",69287,2016,44.171883,-71.385483,131,145,14,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
17757,"Acer_saccharum",69291,2016,44.172134,-71.384315,125,145,20,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
17757,"Acer_saccharum",69292,2016,44.172134,-71.384315,125,145,20,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
16257,"Hamamelis_virginiana",69410,2016,41.211025,-73.826889,102,116,14,110.947368421053,10.1240839597166,121.894736842105,11.3866136651875
16257,"Hamamelis_virginiana",69411,2016,41.211025,-73.826889,102,116,14,110.947368421053,10.1240839597166,121.894736842105,11.3866136651875
16257,"Hamamelis_virginiana",69412,2016,41.211025,-73.826889,102,116,14,110.947368421053,10.1240839597166,121.894736842105,11.3866136651875
16257,"Fagus_grandifolia",69413,2016,41.211025,-73.826889,116,126,10,99.25,19.928677174189,116.958333333333,14.5407348856408
16257,"Betula_lenta",69416,2016,41.211025,-73.826889,116,119,3,112.166666666667,4.75043857624395,116.5,3.50713558335004
16257,"Betula_lenta",69424,2016,41.211025,-73.826889,116,119,3,112.166666666667,4.75043857624395,116.5,3.50713558335004
16257,"Fagus_grandifolia",69427,2016,41.211025,-73.826889,116,126,10,99.25,19.928677174189,116.958333333333,14.5407348856408
16257,"Betula_lenta",69430,2016,41.211025,-73.826889,116,119,3,112.166666666667,4.75043857624395,116.5,3.50713558335004
16257,"Hamamelis_virginiana",69491,2016,41.211025,-73.826889,102,116,14,110.947368421053,10.1240839597166,121.894736842105,11.3866136651875
17753,"Viburnum_lantanoides",69713,2016,44.168583,-71.38765,125,138,13,122.619047619048,5.14272486602375,131,6.64830805543787
16214,"Viburnum_lantanoides",69836,2016,44.262901,-71.252998,124,130,6,122.619047619048,5.14272486602375,131,6.64830805543787
17767,"Viburnum_lantanoides",69844,2016,44.246014,-71.254158,123,132,9,122.619047619048,5.14272486602375,131,6.64830805543787
9175,"Viburnum_lantanoides",69848,2016,44.255665,-71.250465,124,132,8,122.619047619048,5.14272486602375,131,6.64830805543787
17758,"Viburnum_lantanoides",69850,2016,44.256454,-71.247581,126,132,6,122.619047619048,5.14272486602375,131,6.64830805543787
17753,"Acer_saccharum",69859,2016,44.168583,-71.38765,125,146,21,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
18483,"Quercus_alba",72972,2016,42.14682,-73.378174,131,138,7,112.5625,13.8369975066848,133.375,13.5345237571676
18483,"Quercus_alba",72973,2016,42.14682,-73.378174,126,135,9,112.5625,13.8369975066848,133.375,13.5345237571676
18483,"Quercus_rubra",72974,2016,42.14682,-73.378174,122,135,13,111.375,12.3203215291097,125.84375,12.3291141795189
18504,"Carya_ovata",73157,2016,41.257492,-73.589012,99,119,20,119.222222222222,12.9978630722302,132.777777777778,7.44610263456289
18504,"Carya_ovata",73165,2016,41.257492,-73.589012,99,139,40,119.222222222222,12.9978630722302,132.777777777778,7.44610263456289
18504,"Hamamelis_virginiana",73168,2016,41.257492,-73.589012,106,119,13,110.947368421053,10.1240839597166,121.894736842105,11.3866136651875
18534,"Fagus_grandifolia",73359,2016,40.865566,-73.874001,78,113,35,99.25,19.928677174189,116.958333333333,14.5407348856408
18535,"Acer_rubrum",73370,2016,40.861065,-73.879005,93,115,22,97.7402597402597,32.172807493859,118.519480519481,31.9426337730339
18535,"Acer_saccharum",73378,2016,40.861065,-73.879005,85,115,30,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
18536,"Quercus_alba",73385,2016,40.866119,-73.879341,92,111,19,112.5625,13.8369975066848,133.375,13.5345237571676
18536,"Quercus_rubra",73397,2016,40.866119,-73.879341,92,113,21,111.375,12.3203215291097,125.84375,12.3291141795189
18834,"Prunus_americana",74739,2016,44.013351,-96.325378,106,117,11,94.5,16.2634559672906,103.5,19.0918830920368
19462,"Fraxinus_americana",78446,2016,44.934433,-93.282776,113,120,7,114.25,11.0937562877246,123.375,6.65340943748821
16699,"Juglans_nigra",82680,2016,44.652939,-93.631256,109,116,7,115.75,6.23832242407097,122.75,5.85234995535981
16699,"Juglans_nigra",82681,2016,44.652939,-93.631256,116,124,8,115.75,6.23832242407097,122.75,5.85234995535981
18535,"Quercus_rubra",84513,2016,40.861065,-73.879005,85,115,30,111.375,12.3203215291097,125.84375,12.3291141795189
18536,"Betula_nigra",84516,2016,40.866119,-73.879341,92,141,49,109,8.43800924389159,130.833333333333,5.56477013601341
18524,"Malus_spp.",84558,2016,40.860325,-73.878471,77,105,28,108.1,19.456218657397,120.8,10.992927018972
18524,"Malus_spp.",84559,2016,40.860325,-73.878471,77,105,28,108.1,19.456218657397,120.8,10.992927018972
19586,"Fagus_grandifolia",84999,2016,40.669498,-73.965942,96,112,16,99.25,19.928677174189,116.958333333333,14.5407348856408
19586,"Betula_lenta",85002,2016,40.669498,-73.965942,112,118,6,112.166666666667,4.75043857624395,116.5,3.50713558335004
19950,"Hamamelis_virginiana",85305,2016,40.861317,-73.879601,107,114,7,110.947368421053,10.1240839597166,121.894736842105,11.3866136651875
20300,"Quercus_rubra",85605,2016,44.990288,-93.131744,108,121,13,111.375,12.3203215291097,125.84375,12.3291141795189
8460,"Prunus_serotina",85634,2016,43.09248,-73.591904,103,124,21,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
8460,"Quercus_alba",85635,2016,43.09248,-73.591904,111,158,47,112.5625,13.8369975066848,133.375,13.5345237571676
8460,"Quercus_rubra",85636,2016,43.09248,-73.591904,111,137,26,111.375,12.3203215291097,125.84375,12.3291141795189
8460,"Fagus_grandifolia",85637,2016,43.09248,-73.591904,111,137,26,99.25,19.928677174189,116.958333333333,14.5407348856408
8460,"Acer_saccharum",85639,2016,43.09248,-73.591904,97,137,40,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
6362,"Prunus_serotina",85680,2016,43.012966,-73.649918,96,116,20,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
6362,"Acer_saccharum",85682,2016,43.012966,-73.649918,110,137,27,112.454545454545,15.2982470772427,130.424242424242,22.3290501407131
20229,"Aesculus_flava",85751,2016,42.305161,-71.122452,105,108,3,110,3.24037034920393,112,2.82842712474619
20229,"Aesculus_flava",85756,2016,42.305161,-71.122452,110,112,2,110,3.24037034920393,112,2.82842712474619
20223,"Aesculus_flava",85757,2016,42.296417,-71.128052,114,116,2,110,3.24037034920393,112,2.82842712474619
20229,"Aesculus_flava",85758,2016,42.305161,-71.122452,110,112,2,110,3.24037034920393,112,2.82842712474619
16699,"Sambucus_racemosa",85774,2016,44.652939,-93.631256,82,101,19,55.3333333333333,23.094010767585,73.6666666666667,23.6713610367747
18347,"Quercus_rubra",86255,2016,43.346775,-70.557152,118,140,22,111.375,12.3203215291097,125.84375,12.3291141795189
20206,"Betula_nigra",86258,2016,42.301922,-71.123932,114,132,18,109,8.43800924389159,130.833333333333,5.56477013601341
20206,"Betula_nigra",86259,2016,42.301922,-71.123932,111,127,16,109,8.43800924389159,130.833333333333,5.56477013601341
20206,"Betula_nigra",86260,2016,42.301922,-71.123932,111,125,14,109,8.43800924389159,130.833333333333,5.56477013601341
20206,"Betula_nigra",86261,2016,42.301922,-71.123932,114,130,16,109,8.43800924389159,130.833333333333,5.56477013601341
20240,"Carya_glabra",86262,2016,42.30024,-71.12606,130,143,13,97.8571428571429,14.3036151581831,113.5,10.3459393743856
20240,"Carya_glabra",86264,2016,42.30024,-71.12606,110,118,8,97.8571428571429,14.3036151581831,113.5,10.3459393743856
20240,"Carya_ovata",86270,2016,42.30024,-71.12606,110,127,17,119.222222222222,12.9978630722302,132.777777777778,7.44610263456289
20240,"Carya_ovata",86272,2016,42.30024,-71.12606,125,132,7,119.222222222222,12.9978630722302,132.777777777778,7.44610263456289
20238,"Fagus_grandifolia",86273,2016,42.298065,-71.122131,93,115,22,99.25,19.928677174189,116.958333333333,14.5407348856408
20238,"Fagus_grandifolia",86275,2016,42.298065,-71.122131,97,115,18,99.25,19.928677174189,116.958333333333,14.5407348856408
20223,"Populus_deltoides",86278,2016,42.296417,-71.128052,110,136,26,81.75,40.5600004482697,98.5,48.9870112655107
20223,"Populus_deltoides",86282,2016,42.296417,-71.128052,84,133,49,81.75,40.5600004482697,98.5,48.9870112655107
20343,"Quercus_rubra",86285,2016,42.300278,-71.124771,115,130,15,111.375,12.3203215291097,125.84375,12.3291141795189
20343,"Quercus_rubra",86286,2016,42.300278,-71.124771,127,142,15,111.375,12.3203215291097,125.84375,12.3291141795189
20343,"Quercus_rubra",86287,2016,42.300278,-71.124771,115,127,12,111.375,12.3203215291097,125.84375,12.3291141795189
20343,"Quercus_rubra",86288,2016,42.300278,-71.124771,115,130,15,111.375,12.3203215291097,125.84375,12.3291141795189
20223,"Tilia_americana",86289,2016,42.296417,-71.128052,94,118,24,106.125,7.86379588457672,120.125,7.12014245443366
20229,"Tilia_americana",86290,2016,42.305161,-71.122452,111,115,4,106.125,7.86379588457672,120.125,7.12014245443366
18347,"Quercus_rubra",86340,2016,43.346775,-70.557152,118,140,22,111.375,12.3203215291097,125.84375,12.3291141795189
17414,"Quercus_rubra",86967,2016,42.936153,-73.433449,115,128,13,111.375,12.3203215291097,125.84375,12.3291141795189
16696,"Populus_deltoides",87206,2016,44.65258,-93.632935,82,116,34,81.75,40.5600004482697,98.5,48.9870112655107
20206,"Betula_nigra",87754,2016,42.301922,-71.123932,112,130,18,109,8.43800924389159,130.833333333333,5.56477013601341
20223,"Quercus_alba",87756,2016,42.296417,-71.128052,115,133,18,112.5625,13.8369975066848,133.375,13.5345237571676
20223,"Tilia_americana",87757,2016,42.296417,-71.128052,94,118,24,106.125,7.86379588457672,120.125,7.12014245443366
20343,"Quercus_alba",87758,2016,42.300278,-71.124771,115,142,27,112.5625,13.8369975066848,133.375,13.5345237571676
20343,"Quercus_alba",87759,2016,42.300278,-71.124771,127,142,15,112.5625,13.8369975066848,133.375,13.5345237571676
20343,"Quercus_rubra",87760,2016,42.300278,-71.124771,115,127,12,111.375,12.3203215291097,125.84375,12.3291141795189
20343,"Quercus_alba",87761,2016,42.300278,-71.124771,115,142,27,112.5625,13.8369975066848,133.375,13.5345237571676
20229,"Tilia_americana",87762,2016,42.305161,-71.122452,111,115,4,106.125,7.86379588457672,120.125,7.12014245443366
20229,"Tilia_americana",87763,2016,42.305161,-71.122452,105,115,10,106.125,7.86379588457672,120.125,7.12014245443366
20666,"Prunus_serotina",87989,2016,42.042595,-70.213623,116,130,14,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
20343,"Quercus_alba",88311,2016,42.300278,-71.124771,115,142,27,112.5625,13.8369975066848,133.375,13.5345237571676
20702,"Betula_alleghaniensis",88493,2016,44.284657,-73.982742,130,279,149,120.111111111111,16.1202081596706,143.333333333333,53.3244784315796
20702,"Betula_papyrifera",88494,2016,44.284657,-73.982742,134,279,145,113.888888888889,15.7515431342809,140.222222222222,53.1925224485965
19650,"Prunus_serotina",89416,2016,41.291912,-70.170174,127,138,11,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
19650,"Corylus_americana",89426,2016,41.291912,-70.170174,118,144,26,124.4,18.8891503249882,135.8,16.7092788593643
19654,"Prunus_maritima",89433,2016,41.290379,-70.176582,152,159,7,141.25,11.6710875977471,146.125,10.6023919134181
20905,"Prunus_serotina",89465,2016,41.290005,-70.17202,127,138,11,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
20905,"Prunus_serotina",89468,2016,41.290005,-70.17202,118,134,16,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
20905,"Prunus_serotina",89469,2016,41.290005,-70.17202,120,134,14,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
20906,"Prunus_serotina",89477,2016,41.291359,-70.171257,120,134,14,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
20906,"Prunus_serotina",89478,2016,41.291359,-70.171257,127,138,11,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
20906,"Prunus_maritima",89480,2016,41.291359,-70.171257,138,144,6,141.25,11.6710875977471,146.125,10.6023919134181
20906,"Prunus_maritima",89481,2016,41.291359,-70.171257,141,147,6,141.25,11.6710875977471,146.125,10.6023919134181
20907,"Prunus_serotina",89482,2016,41.292404,-70.169029,120,134,14,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
20907,"Prunus_serotina",89483,2016,41.292404,-70.169029,127,138,11,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
20907,"Prunus_serotina",89484,2016,41.292404,-70.169029,127,138,11,108.393939393939,17.9215990391821,121.363636363636,16.4826010193669
