SOUID,DATE,TG,Q_TG,TN
135165,19850423,32,0,43
135165,19850424,38,0,40
135165,19850425,30,0,40
135165,19850426,34,0,23
135165,19850427,32,0,25
135165,19850428,31,0,47
135165,19850429,35,0,80
135165,19850430,30,0,52
135165,19850501,41,0,51
135165,19850502,35,0,40
135165,19850503,50,0,49
135165,19850504,46,0,45
135165,19850505,54,0,26
135165,19850506,93,0,18
135165,19850507,133,0,14
135165,19850508,135,0,15
135165,19850509,88,0,23
135165,19850510,113,0,44
135165,19850511,117,0,60
135165,19850512,115,0,5
135165,19850513,133,0,62
135165,19850514,177,0,90
135165,19850515,142,0,90
135165,19850516,104,0,114
135165,19850517,111,0,93
135165,19850518,128,0,80
135165,19850519,120,0,106
135165,19850520,130,0,103
135165,19850521,157,0,66
135165,19850522,147,0,88
135165,19850523,133,0,84
135165,19850524,111,0,87
135165,19850525,159,0,0
135165,19850526,185,0,14
135165,19850527,203,0,16
135165,19850528,201,0,12
135165,19850529,133,0,90
135165,19850530,141,0,20
135165,19850531,168,0,50
135165,19850601,158,0,90
135165,19850602,171,0,116
135165,19850603,188,0,132
135165,19850604,178,0,128
135165,19850605,199,0,116
135165,19850606,155,0,92
135165,19850607,133,0,88
135165,19850608,122,0,90
135165,19850609,107,0,110
135165,19850610,121,0,83
135165,19850611,121,0,112
135165,19850612,116,0,115
135165,19850613,118,0,100
135165,19850614,118,0,95
135165,19850615,115,0,67
135165,19850616,121,0,83
135165,19850617,115,0,108
135165,19850618,131,0,102
135165,19850619,142,0,108
135165,19850620,148,0,56
135165,19850621,163,0,80
135165,19850622,151,0,120
135165,19850623,157,0,120
135165,19850624,166,0,110
135165,19850625,143,0,105
135165,19850626,143,0,104
135165,19850627,147,0,113
135165,19850628,150,0,135
135165,19850629,146,0,164
135165,19850630,148,0,150
135165,19850701,143,0,145
135165,19850702,165,0,150
135165,19850703,168,0,137
135165,19850704,173,0,130
135165,19850705,187,0,164
135165,19850706,198,0,143
135165,19850707,169,0,88
135165,19850708,151,0,141
135165,19850709,166,0,165
135165,19850710,179,0,159
135165,19850711,165,0,140
135165,19850712,189,0,76
135165,19850713,205,0,116
135165,19850714,219,0,120
135165,19850715,192,0,139
135165,19850716,163,0,91
135165,19850717,164,0,127
135165,19850718,187,0,150
135165,19850719,182,0,79
135165,19850720,168,0,130
135165,19850721,157,0,150
135165,19850722,150,0,157
135165,19850723,165,0,156
135165,19850724,153,0,157
135165,19850725,172,0,136
135165,19850726,187,0,139
135165,19850727,161,0,140
135165,19850728,180,0,135
135165,19850729,169,0,149
135165,19850730,162,0,150
135165,19850731,164,0,152
135165,19850801,166,0,142
135165,19850802,152,0,144
135165,19850803,152,0,144
135165,19850804,153,0,156
135165,19850805,142,0,92
135165,19850806,156,0,92
135165,19850807,157,0,130
135165,19850808,156,0,95
135165,19850809,166,0,78
135165,19850810,166,0,164
135165,19850811,165,0,163
135165,19850812,171,0,162
135165,19850813,172,0,157
135165,19850814,195,0,137
135165,19850815,192,0,131
135165,19850816,177,0,142
135165,19850817,172,0,128
135165,19850818,155,0,100
135165,19850819,151,0,158
135165,19850820,168,0,150
135165,19850821,166,0,151
135165,19850822,164,0,123
135165,19850823,156,0,63
135165,19850824,172,0,76
135165,19850825,163,0,123
135165,19850826,155,0,120
135165,19850827,152,0,123
135165,19850828,161,0,110
135165,19850829,166,0,74
135165,19850830,161,0,116
135165,19850831,190,0,110
135165,19850901,172,0,95
135165,19850902,152,0,132
135165,19850903,143,0,117
135165,19850904,145,0,114
135165,19850905,132,0,108
135165,19850906,109,0,117
135165,19850907,112,0,106
135165,19850908,128,0,153
135165,19850909,131,0,128
135165,19850910,135,0,107
135165,19850911,142,0,138
135165,19850912,128,0,119
135165,19850913,133,0,106
135165,19850914,135,0,103
135165,19850915,124,0,115
135165,19850916,115,0,98
135165,19850917,121,0,95
135165,19850918,130,0,25
135165,19850919,149,0,34
135165,19850920,131,0,52
135165,19850921,123,0,68
135165,19850922,114,0,40
135165,19850923,100,0,88
135165,19850924,106,0,30
135165,19850925,108,0,60
135165,19850926,86,0,10
135165,19850927,127,0,89
135165,19850928,123,0,98
135165,19850929,99,0,68
135165,19850930,126,0,32
135165,19851001,152,0,46
135165,19851002,158,0,15
135165,19851003,155,0,88
135165,19851004,168,0,28
135165,19851005,146,0,80
135165,19851006,126,0,102
135165,19851007,130,0,103
135165,19851008,124,0,62
135165,19851009,110,0,91
135165,19851010,118,0,50
135165,19851011,126,0,92
135165,19851012,114,0,104
135165,19851013,86,0,87
135165,19851014,121,0,91
135165,19851015,98,0,80
135165,19851016,97,0,2
135165,19851017,104,0,62
135165,19851018,114,0,89
135165,19851019,100,0,98
135165,19851020,102,0,72
135165,19851021,104,0,75
135165,19851022,91,0,86
135165,19851023,59,0,30
135165,19851024,68,0,84
135165,19851025,46,0,57
135165,19851026,43,0,77
135165,19851027,53,0,78
135165,19851028,78,0,102
135165,19851029,50,0,104
135165,19851030,73,0,91
135165,19851031,77,0,86
135165,19851101,46,0,100
135165,19851102,53,0,86
135165,19851103,57,0,64
135165,19851104,55,0,72
135165,19851105,72,0,82
135165,19851106,66,0,82
135165,19851107,62,0,67
135165,19851108,61,0,51
135165,19851109,91,0,56
135165,19851110,68,0,68
135165,19851111,46,0,63
135165,19851112,43,0,39
135165,19851113,25,0,4
135165,19851114,-5,0,17
135165,19851115,-7,0,3
135165,19851116,0,0,8
135165,19851117,-12,0,12
135165,19851118,-2,0,28
135165,19851119,5,0,26
135165,19851120,4,0,12
135165,19851121,8,0,-20
135165,19851122,17,0,-10
135165,19851123,20,0,22
135165,19851124,20,0,17
135165,19851125,6,0,72
135165,19851126,-8,0,82
135165,19851127,-3,0,74
135165,19851128,4,0,74
135165,19851129,1,0,0
135165,19851130,-48,0,-70
135165,19851201,-43,0,-7
135165,19851202,33,0,24
135165,19851203,68,0,46
135165,19851204,79,0,26
135165,19851205,74,0,49
135165,19851206,51,0,-3
135165,19851207,13,0,25
135165,19851208,-11,0,29
135165,19851209,25,0,18
135165,19851210,41,0,-90
135165,19851211,-2,0,-20
135165,19851212,5,0,3
135165,19851213,34,0,2
135165,19851214,43,0,-60
135165,19851215,69,0,-70
135165,19851216,58,0,-84
135165,19851217,25,0,-83
135165,19851218,10,0,-45
135165,19851219,38,0,-3
135165,19851220,42,0,-3
135165,19851221,61,0,34
135165,19851222,56,0,17
135165,19851223,42,0,12
135165,19851224,44,0,10
135165,19851225,44,0,23
135165,19851226,32,0,33
135165,19851227,-20,0,44
135165,19851228,-7,0,48
135165,19851229,-35,0,22
135165,19851230,-12,0,20
135165,19851231,0,0,1
135165,19860101,-15,0,-5
135165,19860102,-26,0,-64
135165,19860103,-10,0,-170
135165,19860104,-20,0,-200
135165,19860105,-39,0,-16
135165,19860106,-33,0,2
135165,19860107,-55,0,-40
135165,19860108,-101,0,-70
135165,19860109,-85,0,-50
135165,19860110,-75,0,6
135165,19860111,14,0,10
135165,19860112,19,0,14
135165,19860113,30,0,4
135165,19860114,30,0,1
135165,19860115,8,0,1
135165,19860116,-15,0,18
135165,19860117,-50,0,39
135165,19860118,6,0,14
135165,19860119,20,0,0
135165,19860120,13,0,4
135165,19860121,37,0,2
135165,19860122,26,0,4
135165,19860123,25,0,3
135165,19860124,18,0,-24
135165,19860125,8,0,-100
135165,19860126,-6,0,-100
135165,19860127,-31,0,0
135165,19860128,-15,0,-3
135165,19860129,6,0,-80
135165,19860130,-1,0,-35
135165,19860131,-1,0,12
135165,19860201,1,0,1
135165,19860202,-11,0,19
135165,19860203,-5,0,16
135165,19860204,-27,0,6
135165,19860205,-35,0,5
135165,19860206,-80,0,-112
135165,19860207,-79,0,-144
135165,19860208,-87,0,-193
135165,19860209,-66,0,-20
135165,19860210,-63,0,-30
135165,19860211,-44,0,-10
135165,19860212,-50,0,29
135165,19860213,-71,0,30
135165,19860214,-18,0,1
135165,19860215,-22,0,25
135165,19860216,-20,0,40
135165,19860217,-50,0,0
135165,19860218,-31,0,0
135165,19860219,-76,0,-90
135165,19860220,-63,0,3
135165,19860221,-70,0,-54
135165,19860222,-97,0,-76
135165,19860223,-89,0,-130
135165,19860224,-68,0,-106
135165,19860225,-89,0,-123
135165,19860226,-83,0,-30
135165,19860227,-22,0,-124
135165,19860228,-63,0,-120
135165,19860301,-76,0,-60
135165,19860302,-58,0,8
135165,19860303,-53,0,5
135165,19860304,-47,0,-20
135165,19860305,18,0,10
135165,19860306,24,0,16
135165,19860307,0,0,-22
135165,19860308,-9,0,-46
135165,19860309,-8,0,-37
135165,19860310,13,0,-93
135165,19860311,5,0,-45
135165,19860312,6,0,-90
135165,19860313,11,0,-159
135165,19860314,9,0,-80
135165,19860315,2,0,-10
135165,19860316,1,0,0
135165,19860317,24,0,-60
135165,19860318,32,0,-20
135165,19860319,33,0,-20
135165,19860320,46,0,-16
135165,19860321,35,0,-63
135165,19860322,23,0,-110
135165,19860323,34,0,-37
135165,19860324,27,0,-20
135165,19860325,19,0,-10
135165,19860326,35,0,-20
135165,19860327,38,0,2
135165,19860328,51,0,-10
135165,19860329,53,0,-10
135165,19860330,40,0,-10
135165,19860331,17,0,-30
135165,19860401,16,0,-14
135165,19860402,37,0,-4
135165,19860403,28,0,0
135165,19860404,30,0,9
135165,19860405,40,0,7
135165,19860406,29,0,10
135165,19860407,33,0,6
135165,19860408,50,0,6
135165,19860409,42,0,-12
135165,19860410,11,0,-4
135165,19860411,-5,0,-10
135165,19860412,11,0,2
135165,19860413,22,0,-2
135165,19860414,30,0,1
135165,19860415,26,0,14
135165,19860416,68,0,24
135165,19860417,82,0,1
135165,19860418,50,0,27
135165,19860419,53,0,28
135165,19860420,14,0,53
135165,19860421,45,0,49
135165,19860422,75,0,38
135165,19860423,58,0,-10
135165,19860424,60,0,6
135165,19860425,69,0,6
135165,19860426,71,0,56
135165,19860427,93,0,13
135165,19860428,110,0,15
135165,19860429,77,0,42
135165,19860430,75,0,56
135165,19860501,109,0,72
135165,19860502,130,0,83
135165,19860503,149,0,55
135165,19860504,162,0,58
135165,19860505,150,0,46
135165,19860506,158,0,50
135165,19860507,156,0,62
135165,19860508,112,0,45
135165,19860509,106,0,82
135165,19860510,110,0,103
135165,19860511,119,0,58
135165,19860512,116,0,55
135165,19860513,125,0,75
135165,19860514,97,0,37
135165,19860515,100,0,58
135165,19860516,98,0,92
135165,19860517,103,0,80
135165,19860518,107,0,59
135165,19860519,136,0,76
135165,19860520,141,0,106
135165,19860521,142,0,100
135165,19860522,134,0,70
135165,19860523,117,0,36
135165,19860524,107,0,13
135165,19860525,115,0,88
135165,19860526,157,0,128
135165,19860527,137,0,96
135165,19860528,133,0,104
135165,19860529,112,0,92
135165,19860530,114,0,55
135165,19860531,117,0,87
135165,19860601,126,0,102
135165,19860602,139,0,112
135165,19860603,120,0,73
135165,19860604,119,0,95
135165,19860605,108,0,104
135165,19860606,112,0,48
135165,19860607,99,0,40
135165,19860608,107,0,83
135165,19860609,123,0,109
135165,19860610,161,0,90
135165,19860611,140,0,60
135165,19860612,124,0,52
135165,19860613,141,0,54
135165,19860614,157,0,98
135165,19860615,171,0,36
135165,19860616,177,0,36
135165,19860617,191,0,72
135165,19860618,198,0,145
135165,19860619,150,0,106
135165,19860620,126,0,101
135165,19860621,164,0,82
135165,19860622,171,0,116
135165,19860623,149,0,112
135165,19860624,155,0,79
135165,19860625,186,0,67
135165,19860626,198,0,76
135165,19860627,198,0,114
135165,19860628,206,0,136
135165,19860629,191,0,130
135165,19860630,197,0,172
135165,19860701,228,0,156
135165,19860702,215,0,134
135165,19860703,223,0,144
135165,19860704,199,0,124
135165,19860705,179,0,168
135165,19860706,170,0,150
135165,19860707,166,0,144
135165,19860708,154,0,164
135165,19860709,142,0,176
135165,19860710,133,0,158
135165,19860711,138,0,138
135165,19860712,156,0,75
135165,19860713,140,0,83
135165,19860714,167,0,166
135165,19860715,169,0,140
135165,19860716,191,0,78
135165,19860717,202,0,131
135165,19860718,166,0,118
135165,19860719,151,0,116
135165,19860720,144,0,84
135165,19860721,167,0,110
135165,19860722,168,0,140
135165,19860723,160,0,106
135165,19860724,136,0,120
135165,19860725,150,0,120
135165,19860726,164,0,129
135165,19860727,184,0,124
135165,19860728,197,0,106
135165,19860729,203,0,153
135165,19860730,179,0,130
135165,19860731,192,0,134
135165,19860801,177,0,132
135165,19860802,180,0,140
135165,19860803,187,0,136
135165,19860804,227,0,126
135165,19860805,178,0,146
135165,19860806,167,0,154
135165,19860807,186,0,116
135165,19860808,176,0,124
135165,19860809,167,0,135
135165,19860810,159,0,131
135165,19860811,155,0,63
135165,19860812,164,0,139
135165,19860813,171,0,106
135165,19860814,173,0,132
135165,19860815,162,0,145
135165,19860816,155,0,86
135165,19860817,158,0,146
135165,19860818,152,0,135
135165,19860819,156,0,74
135165,19860820,150,0,137
135165,19860821,141,0,144
135165,19860822,125,0,140
135165,19860823,130,0,150
135165,19860824,130,0,144
135165,19860825,137,0,126
135165,19860826,129,0,98
135165,19860827,148,0,136
135165,19860828,145,0,56
135165,19860829,135,0,126
135165,19860830,130,0,104
135165,19860831,145,0,144
135165,19860901,130,0,140
135165,19860902,129,0,114
135165,19860903,116,0,94
135165,19860904,137,0,69
135165,19860905,136,0,68
135165,19860906,125,0,33
135165,19860907,116,0,84
135165,19860908,98,0,154
135165,19860909,112,0,130
135165,19860910,119,0,90
135165,19860911,119,0,71
135165,19860912,117,0,53
135165,19860913,104,0,50
135165,19860914,106,0,78
135165,19860915,114,0,77
135165,19860916,115,0,135
135165,19860917,106,0,91
135165,19860918,104,0,64
135165,19860919,105,0,98
135165,19860920,127,0,80
135165,19860921,131,0,120
135165,19860922,119,0,95
135165,19860923,102,0,70
135165,19860924,112,0,70
135165,19860925,91,0,111
135165,19860926,94,0,97
135165,19860927,88,0,80
135165,19860928,106,0,15
135165,19860929,143,0,46
135165,19860930,116,0,105
135165,19861001,123,0,77
135165,19861002,121,0,70
135165,19861003,102,0,90
135165,19861004,97,0,60
135165,19861005,68,0,127
135165,19861006,105,0,69
135165,19861007,115,0,102
135165,19861008,117,0,102
135165,19861009,100,0,116
135165,19861010,117,0,74
135165,19861011,124,0,102
135165,19861012,85,0,48
135165,19861013,94,0,54
135165,19861014,106,0,87
135165,19861015,126,0,88
135165,19861016,108,0,72
135165,19861017,86,0,32
135165,19861018,66,0,28
135165,19861019,88,0,36
135165,19861020,83,0,30
135165,19861021,78,0,64
135165,19861022,85,0,50
135165,19861023,73,0,68
135165,19861024,74,0,96
135165,19861025,73,0,104
135165,19861026,89,0,25
135165,19861027,91,0,34
135165,19861028,74,0,86
135165,19861029,98,0,92
135165,19861030,78,0,80
135165,19861031,75,0,67
135165,19861101,74,0,60
135165,19861102,58,0,70
135165,19861103,50,0,43
135165,19861104,75,0,35
135165,19861105,75,0,64
135165,19861106,74,0,36
135165,19861107,69,0,1
135165,19861108,79,0,56
135165,19861109,73,0,40
135165,19861110,81,0,20
135165,19861111,101,0,9
135165,19861112,81,0,27
135165,19861113,46,0,54
135165,19861114,60,0,54
135165,19861115,68,0,64
135165,19861116,79,0,0
135165,19861117,82,0,50
135165,19861118,74,0,60
135165,19861119,86,0,40
135165,19861120,58,0,27
135165,19861121,45,0,28
135165,19861122,61,0,44
135165,19861123,68,0,74
135165,19861124,66,0,55
135165,19861125,96,0,45
135165,19861126,94,0,24
135165,19861127,71,0,0
135165,19861128,77,0,1
135165,19861129,74,0,36
135165,19861130,63,0,35
135165,19861201,59,0,0
135165,19861202,67,0,-50
135165,19861203,91,0,-25
135165,19861204,87,0,30
135165,19861205,95,0,40
135165,19861206,68,0,6
135165,19861207,38,0,-40
135165,19861208,42,0,-60
135165,19861209,49,0,12
135165,19861210,58,0,0
135165,19861211,30,0,-70
135165,19861212,26,0,-63
135165,19861213,18,0,-50
135165,19861214,32,0,9
135165,19861215,35,0,2
135165,19861216,31,0,4
135165,19861217,37,0,32
135165,19861218,44,0,36
135165,19861219,20,0,24
135165,19861220,-28,0,49
135165,19861221,-59,0,10
135165,19861222,-48,0,44
135165,19861223,-39,0,34
135165,19861224,-39,0,29
135165,19861225,-24,0,8
135165,19861226,5,0,5
135165,19861227,5,0,14
135165,19861228,-5,0,13
135165,19861229,41,0,10
135165,19861230,-20,0,48
135165,19861231,0,0,41
135165,19870101,-52,0,43
135165,19870102,-35,0,34
135165,19870103,-40,0,30
135165,19870104,-62,0,20
135165,19870105,0,0,5
135165,19870106,-61,0,0
135165,19870107,-124,0,6
135165,19870108,-35,0,-20
135165,19870109,-146,0,-20
135165,19870110,-198,0,-9
135165,19870111,-183,0,-10
135165,19870112,-146,0,-80
135165,19870113,-121,0,-80
135165,19870114,-87,0,-50
135165,19870115,-37,0,-84
135165,19870116,-29,0,-164
135165,19870117,-28,0,-10
135165,19870118,-34,0,3
135165,19870119,-33,0,6
135165,19870120,-67,0,25
135165,19870121,-39,0,39
135165,19870122,-9,0,42
135165,19870123,-3,0,29
135165,19870124,-17,0,0
135165,19870125,26,0,-20
135165,19870126,-7,0,7
135165,19870127,-34,0,18
135165,19870128,-64,0,9
135165,19870129,-121,0,-20
135165,19870130,-67,0,14
135165,19870131,20,0,9
135165,19870201,-3,0,9
135165,19870202,-25,0,-39
135165,19870203,-33,0,2
135165,19870204,-20,0,-21
135165,19870205,10,0,-2
135165,19870206,29,0,-37
135165,19870207,11,0,13
135165,19870208,12,0,-10
135165,19870209,16,0,-20
135165,19870210,17,0,-20
135165,19870211,18,0,-20
135165,19870212,6,0,-40
135165,19870213,7,0,-40
135165,19870214,4,0,-20
135165,19870215,-15,0,-2
135165,19870216,-13,0,-20
135165,19870217,-17,0,12
135165,19870218,-25,0,2
135165,19870219,-79,0,14
135165,19870220,-66,0,16
135165,19870221,-26,0,-10
135165,19870222,7,0,2
135165,19870223,-32,0,0
135165,19870224,-10,0,34
135165,19870225,-8,0,27
135165,19870226,-33,0,48
135165,19870227,-24,0,47
135165,19870228,-25,0,33
135165,19870301,-73,0,2
135165,19870302,-83,0,40
135165,19870303,-103,0,22
135165,19870304,-73,0,36
135165,19870305,-75,0,56
135165,19870306,-91,0,50
135165,19870307,-84,0,31
135165,19870308,-29,0,24
135165,19870309,-25,0,-50
135165,19870310,-26,0,-26
135165,19870311,-33,0,2
135165,19870312,-36,0,0
135165,19870313,-49,0,4
135165,19870314,-47,0,2
135165,19870315,-31,0,0
135165,19870316,-11,0,3
135165,19870317,-20,0,5
135165,19870318,7,0,-40
135165,19870319,6,0,-40
135165,19870320,9,0,14
135165,19870321,4,0,-30
135165,19870322,10,0,8
135165,19870323,8,0,66
135165,19870324,13,0,38
135165,19870325,11,0,14
135165,19870326,35,0,4
135165,19870327,50,0,36
135165,19870328,54,0,10
135165,19870329,33,0,42
135165,19870330,42,0,6
135165,19870331,46,0,18
135165,19870401,9,0,6
135165,19870402,22,0,41
135165,19870403,40,0,-10
135165,19870404,37,0,58
135165,19870405,37,0,22
135165,19870406,59,0,40
135165,19870407,26,0,48
135165,19870408,22,0,40
135165,19870409,15,0,40
135165,19870410,27,0,36
135165,19870411,44,0,22
135165,19870412,37,0,30
135165,19870413,32,0,54
135165,19870414,41,0,74
135165,19870415,59,0,90
135165,19870416,72,0,84
135165,19870417,65,0,60
135165,19870418,68,0,57
135165,19870419,70,0,24
135165,19870420,71,0,8
135165,19870421,42,0,-10
135165,19870422,64,0,52
135165,19870423,103,0,32
135165,19870424,104,0,-10
135165,19870425,97,0,-2
135165,19870426,68,0,67
135165,19870427,74,0,86
135165,19870428,117,0,37
135165,19870429,140,0,77
135165,19870430,157,0,52
135165,19870501,137,0,83
135165,19870502,100,0,76
135165,19870503,78,0,72
135165,19870504,87,0,58
135165,19870505,96,0,57
135165,19870506,95,0,50
135165,19870507,93,0,10
135165,19870508,106,0,15
135165,19870509,113,0,47
135165,19870510,99,0,66
135165,19870511,76,0,50
135165,19870512,89,0,40
135165,19870513,79,0,82
135165,19870514,80,0,75
135165,19870515,81,0,83
135165,19870516,100,0,72
135165,19870517,89,0,80
135165,19870518,98,0,100
135165,19870519,92,0,70
135165,19870520,76,0,58
135165,19870521,83,0,10
135165,19870522,122,0,47
135165,19870523,129,0,3
135165,19870524,136,0,56
135165,19870525,100,0,33
135165,19870526,130,0,105
135165,19870527,123,0,72
135165,19870528,80,0,51
135165,19870529,73,0,63
135165,19870530,98,0,49
135165,19870531,98,0,105
135165,19870601,93,0,123
135165,19870602,110,0,106
135165,19870603,118,0,112
135165,19870604,127,0,56
135165,19870605,130,0,66
135165,19870606,131,0,102
135165,19870607,140,0,112
135165,19870608,133,0,134
135165,19870609,126,0,132
135165,19870610,127,0,100
135165,19870611,137,0,102
135165,19870612,130,0,104
135165,19870613,127,0,106
135165,19870614,107,0,120
135165,19870615,116,0,125
135165,19870616,114,0,78
135165,19870617,112,0,115
135165,19870618,104,0,127
135165,19870619,111,0,100
135165,19870620,132,0,100
135165,19870621,140,0,34
135165,19870622,138,0,53
135165,19870623,126,0,32
135165,19870624,131,0,32
135165,19870625,121,0,66
135165,19870626,121,0,104
135165,19870627,125,0,72
135165,19870628,144,0,147
135165,19870629,173,0,156
135165,19870630,207,0,100
135165,19870701,171,0,113
135165,19870702,157,0,136
135165,19870703,157,0,132
135165,19870704,156,0,149
135165,19870705,165,0,106
135165,19870706,188,0,106
135165,19870707,210,0,147
135165,19870708,186,0,166
135165,19870709,146,0,173
135165,19870710,147,0,187
135165,19870711,139,0,141
135165,19870712,162,0,176
135165,19870713,141,0,158
135165,19870714,158,0,150
135165,19870715,169,0,129
135165,19870716,160,0,61
135165,19870717,168,0,90
135165,19870718,137,0,83
135165,19870719,143,0,126
135165,19870720,150,0,170
135165,19870721,161,0,158
135165,19870722,168,0,174
135165,19870723,169,0,146
135165,19870724,157,0,163
135165,19870725,140,0,168
135165,19870726,138,0,180
135165,19870727,135,0,136
135165,19870728,146,0,130
135165,19870729,136,0,150
135165,19870730,140,0,170
135165,19870731,137,0,152
135165,19870801,148,0,146
135165,19870802,132,0,145
135165,19870803,136,0,150
135165,19870804,129,0,147
135165,19870805,137,0,142
135165,19870806,136,0,133
135165,19870807,130,0,148
135165,19870808,136,0,154
135165,19870809,145,0,105
135165,19870810,136,0,105
135165,19870811,138,0,166
135165,19870812,141,0,170
135165,19870813,136,0,138
135165,19870814,157,0,170
135165,19870815,147,0,165
135165,19870816,136,0,151
135165,19870817,154,0,136
135165,19870818,170,0,124
135165,19870819,159,0,104
135165,19870820,157,0,105
135165,19870821,155,0,95
135165,19870822,183,0,127
135165,19870823,189,0,145
135165,19870824,173,0,155
135165,19870825,162,0,194
135165,19870826,158,0,186
135165,19870827,158,0,164
135165,19870828,155,0,114
135165,19870829,142,0,87
135165,19870830,139,0,93
135165,19870831,139,0,46
135165,19870901,129,0,42
135165,19870902,168,0,106
135165,19870903,156,0,118
135165,19870904,153,0,132
135165,19870905,174,0,63
135165,19870906,168,0,96
135165,19870907,146,0,126
135165,19870908,140,0,147
135165,19870909,146,0,72
135165,19870910,144,0,127
135165,19870911,139,0,140
135165,19870912,140,0,105
135165,19870913,152,0,138
135165,19870914,142,0,58
135165,19870915,143,0,64
135165,19870916,121,0,115
135165,19870917,106,0,13
135165,19870918,135,0,28
135165,19870919,121,0,68
135165,19870920,115,0,127
135165,19870921,111,0,126
135165,19870922,150,0,136
135165,19870923,123,0,121
135165,19870924,119,0,101
135165,19870925,120,0,2
135165,19870926,118,0,61
135165,19870927,83,0,74
135165,19870928,109,0,46
135165,19870929,94,0,53
135165,19870930,92,0,80
135165,19871001,76,0,114
135165,19871002,82,0,32
135165,19871003,76,0,50
135165,19871004,85,0,74
135165,19871005,109,0,12
135165,19871006,136,0,0
135165,19871007,125,0,2
135165,19871008,130,0,12
135165,19871009,108,0,14
135165,19871010,119,0,6
135165,19871011,131,0,43
135165,19871012,134,0,6
135165,19871013,105,0,6
135165,19871014,103,0,0
135165,19871015,117,0,10
135165,19871016,143,0,5
135165,19871017,121,0,12
135165,19871018,104,0,14
135165,19871019,91,0,94
135165,19871020,108,0,114
135165,19871021,93,0,100
135165,19871022,96,0,99
135165,19871023,97,0,44
135165,19871024,88,0,44
135165,19871025,84,0,86
135165,19871026,77,0,76
135165,19871027,78,0,80
135165,19871028,75,0,96
135165,19871029,65,0,85
135165,19871030,59,0,56
135165,19871031,49,0,35
135165,19871101,63,0,6
135165,19871102,60,0,1
135165,19871103,77,0,68
135165,19871104,60,0,47
135165,19871105,77,0,-20
135165,19871106,86,0,43
135165,19871107,79,0,16
135165,19871108,68,0,9
135165,19871109,44,0,30
135165,19871110,53,0,54
135165,19871111,41,0,56
135165,19871112,78,0,54
135165,19871113,68,0,32
135165,19871114,55,0,57
135165,19871115,65,0,56
135165,19871116,70,0,50
135165,19871117,86,0,2
135165,19871118,72,0,6
135165,19871119,84,0,33
135165,19871120,55,0,5
135165,19871121,51,0,56
135165,19871122,67,0,48
135165,19871123,56,0,50
135165,19871124,39,0,65
135165,19871125,33,0,26
135165,19871126,38,0,23
135165,19871127,49,0,5
135165,19871128,36,0,42
135165,19871129,16,0,48
135165,19871130,41,0,48
135165,19871201,-2,0,52
135165,19871202,-6,0,54
135165,19871203,10,0,44
135165,19871204,2,0,44
135165,19871205,6,0,18
135165,19871206,15,0,0
135165,19871207,-21,0,7
135165,19871208,-10,0,-30
135165,19871209,21,0,-20
135165,19871210,55,0,-30
135165,19871211,30,0,4
135165,19871212,7,0,-10
135165,19871213,19,0,-10
135165,19871214,15,0,-30
135165,19871215,21,0,-10
135165,19871216,17,0,1
135165,19871217,21,0,12
135165,19871218,56,0,34
135165,19871219,60,0,38
135165,19871220,66,0,27
135165,19871221,68,0,36
135165,19871222,59,0,25
135165,19871223,48,0,18
135165,19871224,19,0,23
135165,19871225,28,0,29
135165,19871226,55,0,22
135165,19871227,75,0,52
135165,19871228,73,0,43
135165,19871229,75,0,28
135165,19871230,76,0,34
135165,19871231,51,0,45
135165,19880101,63,0,50
135165,19880102,79,0,56
135165,19880103,68,0,47
135165,19880104,58,0,38
135165,19880105,50,0,37
135165,19880106,54,0,36
135165,19880107,61,0,13
135165,19880108,15,0,-24
135165,19880109,23,0,-42
135165,19880110,42,0,-90
135165,19880111,39,0,-80
135165,19880112,43,0,-100
135165,19880113,29,0,-90
135165,19880114,19,0,-50
135165,19880115,25,0,-30
135165,19880116,30,0,-20
135165,19880117,26,0,-122
135165,19880118,26,0,0
135165,19880119,24,0,-20
135165,19880120,15,0,-3
135165,19880121,30,0,-3
135165,19880122,31,0,-39
135165,19880123,28,0,9
135165,19880124,13,0,23
135165,19880125,28,0,30
135165,19880126,56,0,20
135165,19880127,48,0,16
135165,19880128,32,0,10
135165,19880129,22,0,1
135165,19880130,8,0,-60
135165,19880131,-1,0,-99
135165,19880201,28,0,-130
135165,19880202,46,0,-100
135165,19880203,36,0,-22
135165,19880204,54,0,-30
135165,19880205,51,0,-16
135165,19880206,42,0,-74
135165,19880207,32,0,-110
135165,19880208,19,0,-15
135165,19880209,26,0,0
135165,19880210,35,0,7
135165,19880211,34,0,2
135165,19880212,32,0,2
135165,19880213,31,0,-30
135165,19880214,34,0,-81
135165,19880215,23,0,-30
135165,19880216,26,0,0
135165,19880217,28,0,2
135165,19880218,18,0,-25
135165,19880219,2,0,-127
135165,19880220,-18,0,0
135165,19880221,26,0,13
135165,19880222,36,0,3
135165,19880223,23,0,3
135165,19880224,-6,0,-10
135165,19880225,2,0,-20
135165,19880226,-2,0,-20
135165,19880227,6,0,-10
135165,19880228,27,0,12
135165,19880229,7,0,0
135165,19880301,-11,0,0
135165,19880302,-19,0,6
135165,19880303,9,0,32
135165,19880304,25,0,13
135165,19880305,21,0,1
135165,19880306,18,0,-10
135165,19880307,10,0,-10
135165,19880308,-5,0,-40
