STATION,STATION_NAME,DATE,TAVG,TMAX,TMIN
GHCND:FR069029001,BRON LYON AEROPORT FR,19650202,-9999,6.0,-0.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19650203,-9999,1.8,-4.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650204,-9999,4.3,-2.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650205,-9999,4.4,-2.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650206,-9999,6.0,1.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650207,-9999,5.3,-0.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650208,-9999,4.5,2.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650209,-9999,2.0,-3.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650210,-9999,1.3,-5.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650211,-9999,7.2,-1.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650212,-9999,5.9,-2.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650213,-9999,6.5,-0.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650214,-9999,4.2,0.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650215,-9999,2.2,-0.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650216,-9999,1.4,-1.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19650217,-9999,0.0,-5.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650218,-9999,-0.6,-6.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650219,-9999,1.1,-4.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650220,-9999,0.4,-1.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650221,-9999,1.4,-1.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19650222,-9999,4.1,-6.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650223,-9999,6.9,-6.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650224,-9999,7.0,-2.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19650225,-9999,6.1,-3.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650226,-9999,5.0,-5.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650227,-9999,5.7,-2.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650228,-9999,7.6,-5.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650301,-9999,8.5,5.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650302,-9999,0.5,-0.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650303,-9999,-0.4,-3.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19650304,-9999,6.6,-6.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650305,-9999,8.0,-2.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650306,-9999,3.3,-2.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650307,-9999,3.6,-1.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650308,-9999,2.1,-2.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650309,-9999,4.4,-4.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650310,-9999,10.9,-4.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650311,-9999,12.8,-1.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650312,-9999,13.6,-1.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650313,-9999,14.5,5.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650314,-9999,15.8,5.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650315,-9999,15.7,8.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19650316,-9999,14.3,9.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650317,-9999,15.2,1.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650318,-9999,12.2,5.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650319,-9999,10.3,5.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650320,-9999,14.7,0.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650321,-9999,15.0,10.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650322,-9999,17.4,8.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650323,-9999,13.4,8.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650324,-9999,14.3,8.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19650325,-9999,12.9,3.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650326,-9999,14.7,5.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650327,-9999,13.6,9.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650328,-9999,17.1,6.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650329,-9999,19.0,3.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650330,-9999,21.1,4.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650331,-9999,17.2,7.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650401,-9999,18.7,3.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650402,-9999,20.5,4.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650403,-9999,21.0,4.5
GHCND:FR069029001,BRON LYON AEROPORT FR,19650404,-9999,20.6,4.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650405,-9999,17.6,8.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650406,-9999,13.8,7.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650407,-9999,15.8,9.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650408,-9999,14.0,8.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650409,-9999,12.8,6.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650410,-9999,15.8,2.5
GHCND:FR069029001,BRON LYON AEROPORT FR,19650411,-9999,12.3,8.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650412,-9999,13.8,3.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650413,-9999,12.6,5.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650414,-9999,13.2,2.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19650415,-9999,9.8,1.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650416,-9999,13.6,8.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650417,-9999,14.1,8.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650418,-9999,12.1,7.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650419,-9999,8.8,4.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650420,-9999,9.0,2.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650421,-9999,10.0,3.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650422,-9999,8.3,5.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650423,-9999,11.7,6.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650424,-9999,11.7,6.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650425,-9999,12.8,5.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650426,-9999,15.2,8.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650427,-9999,11.2,4.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650428,-9999,9.1,4.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650429,-9999,13.0,4.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650430,-9999,17.0,0.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650501,-9999,17.5,8.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650502,-9999,19.4,8.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650503,-9999,18.6,11.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650504,-9999,19.2,12.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650505,-9999,14.9,8.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650506,-9999,14.6,7.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650507,-9999,19.2,4.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650508,-9999,19.8,8.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650509,-9999,22.0,7.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650510,-9999,18.0,11.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650511,-9999,18.0,7.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650512,-9999,20.6,5.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650513,-9999,22.8,6.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650514,-9999,27.2,8.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650515,-9999,27.0,9.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650516,-9999,26.6,14.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650517,-9999,24.2,14.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650518,-9999,16.1,12.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650519,-9999,15.0,9.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650520,-9999,15.2,3.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650521,-9999,18.0,4.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650522,-9999,19.0,3.5
GHCND:FR069029001,BRON LYON AEROPORT FR,19650523,-9999,21.3,6.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650524,-9999,21.0,10.5
GHCND:FR069029001,BRON LYON AEROPORT FR,19650525,-9999,19.0,10.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650526,-9999,20.0,8.5
GHCND:FR069029001,BRON LYON AEROPORT FR,19650527,-9999,17.6,12.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650528,-9999,14.5,9.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650529,-9999,15.4,8.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650530,-9999,16.8,8.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650531,-9999,12.7,9.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650601,-9999,16.8,3.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650602,-9999,14.0,8.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650603,-9999,17.9,10.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650604,-9999,14.4,5.5
GHCND:FR069029001,BRON LYON AEROPORT FR,19650605,-9999,14.0,11.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650606,-9999,19.6,9.5
GHCND:FR069029001,BRON LYON AEROPORT FR,19650607,-9999,14.8,11.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650608,-9999,16.9,10.5
GHCND:FR069029001,BRON LYON AEROPORT FR,19650609,-9999,17.7,8.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650610,-9999,14.4,11.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650611,-9999,22.0,11.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650612,-9999,22.8,11.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650613,-9999,24.8,8.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19650614,-9999,25.6,11.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650615,-9999,27.3,12.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650616,-9999,25.4,17.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650617,-9999,20.4,14.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650618,-9999,26.7,10.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650619,-9999,30.2,13.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19650620,-9999,29.9,17.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650621,-9999,28.3,18.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650622,-9999,27.2,15.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650623,-9999,28.8,13.5
GHCND:FR069029001,BRON LYON AEROPORT FR,19650624,-9999,28.2,16.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650625,-9999,33.2,16.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650626,-9999,27.7,17.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650627,-9999,25.7,19.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650628,-9999,26.4,15.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650629,-9999,31.1,15.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650630,-9999,33.9,17.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650701,-9999,29.8,14.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650702,-9999,25.2,15.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650703,-9999,25.9,15.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650704,-9999,20.1,13.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19650705,-9999,18.0,12.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650706,-9999,23.7,6.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650707,-9999,26.0,12.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650708,-9999,20.9,14.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650709,-9999,21.0,12.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650710,-9999,20.6,12.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650711,-9999,24.1,9.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650712,-9999,29.8,11.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650713,-9999,29.8,18.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650714,-9999,29.8,19.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650715,-9999,25.8,15.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650716,-9999,22.6,14.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650717,-9999,20.6,15.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650718,-9999,19.9,12.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650719,-9999,25.6,10.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19650720,-9999,21.2,14.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650721,-9999,23.8,12.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650722,-9999,18.6,13.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650723,-9999,27.9,10.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650724,-9999,25.0,17.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650725,-9999,19.8,16.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650726,-9999,20.8,14.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650727,-9999,19.4,13.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650728,-9999,24.0,9.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650729,-9999,23.4,12.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650730,-9999,24.8,16.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650731,-9999,22.1,15.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19650801,-9999,20.2,12.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19650802,-9999,20.9,9.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650803,-9999,23.3,14.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650804,-9999,26.8,10.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650805,-9999,30.7,12.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650806,-9999,32.4,20.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650807,-9999,32.2,16.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19650808,-9999,18.2,15.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650809,-9999,21.9,9.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650810,-9999,24.2,9.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650811,-9999,25.3,10.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650812,-9999,30.0,10.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650813,-9999,29.3,17.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650814,-9999,19.3,14.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650815,-9999,22.7,15.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650816,-9999,25.2,16.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650817,-9999,25.7,14.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650818,-9999,24.0,15.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650819,-9999,25.3,16.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650820,-9999,27.4,13.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19650821,-9999,26.7,15.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650822,-9999,18.6,14.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650823,-9999,21.3,10.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650824,-9999,19.4,10.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650825,-9999,19.8,10.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650826,-9999,20.0,7.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650827,-9999,19.1,10.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650828,-9999,23.7,14.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650829,-9999,24.0,11.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650830,-9999,22.4,12.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19650831,-9999,21.1,11.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650901,-9999,12.2,10.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650902,-9999,17.4,9.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650903,-9999,14.4,10.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650904,-9999,18.9,11.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650905,-9999,17.5,10.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650906,-9999,17.3,11.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650907,-9999,20.6,12.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650908,-9999,25.2,10.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650909,-9999,13.8,12.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650910,-9999,16.9,9.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650911,-9999,18.4,9.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650912,-9999,16.0,10.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19650913,-9999,14.9,8.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650914,-9999,22.3,13.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19650915,-9999,24.4,10.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650916,-9999,25.0,15.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650917,-9999,24.5,11.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650918,-9999,21.3,12.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19650919,-9999,17.5,8.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650920,-9999,17.7,8.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19650921,-9999,18.6,6.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650922,-9999,23.2,6.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19650923,-9999,23.0,7.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650924,-9999,22.8,10.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650925,-9999,24.2,13.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650926,-9999,19.9,10.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19650927,-9999,15.8,10.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19650928,-9999,16.8,7.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19650929,-9999,17.8,7.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19650930,-9999,20.1,15.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19651001,-9999,20.0,9.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19651002,-9999,19.5,9.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19651003,-9999,20.7,6.5
GHCND:FR069029001,BRON LYON AEROPORT FR,19651004,-9999,22.2,12.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19651005,-9999,25.7,11.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19651006,-9999,24.6,10.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19651007,-9999,23.9,10.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19651008,-9999,21.9,8.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19651009,-9999,12.9,11.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19651010,-9999,14.5,11.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19651011,-9999,19.0,5.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19651012,-9999,15.4,6.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19651013,-9999,19.8,5.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19651014,-9999,19.6,6.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19651015,-9999,19.4,9.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19651016,-9999,14.2,11.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19651017,-9999,12.7,8.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19651018,-9999,13.0,8.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19651019,-9999,14.0,10.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19651020,-9999,16.3,7.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19651021,-9999,16.4,5.5
GHCND:FR069029001,BRON LYON AEROPORT FR,19651022,-9999,13.7,8.6
GHCND:FR069029001,BRON LYON AEROPORT FR,19651023,-9999,16.8,8.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19651024,-9999,16.8,2.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19651025,-9999,18.2,5.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19651026,-9999,13.9,5.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19651027,-9999,19.6,9.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19651028,-9999,20.3,9.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19651029,-9999,15.7,13.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19651030,-9999,13.7,6.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19651031,-9999,12.3,4.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19651101,-9999,17.2,4.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19651102,-9999,17.0,9.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19651103,-9999,15.0,8.1
GHCND:FR069029001,BRON LYON AEROPORT FR,19651104,-9999,7.0,5.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19651105,-9999,7.2,4.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19651106,-9999,12.4,4.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19651107,-9999,21.1,9.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19651108,-9999,17.7,5.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19651109,-9999,10.7,6.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19651110,-9999,11.2,5.2
GHCND:FR069029001,BRON LYON AEROPORT FR,19651111,-9999,10.6,7.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19651112,-9999,9.0,6.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19651113,-9999,5.1,2.7
GHCND:FR069029001,BRON LYON AEROPORT FR,19651114,-9999,5.2,-3.5
GHCND:FR069029001,BRON LYON AEROPORT FR,19651115,-9999,6.6,2.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19651116,-9999,10.6,0.5
GHCND:FR069029001,BRON LYON AEROPORT FR,19651117,-9999,9.8,3.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19651118,-9999,9.7,2.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19651119,-9999,11.7,7.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19651120,-9999,13.7,8.8
GHCND:FR069029001,BRON LYON AEROPORT FR,19651121,-9999,12.8,7.9
GHCND:FR069029001,BRON LYON AEROPORT FR,19651122,-9999,6.7,1.0
GHCND:FR069029001,BRON LYON AEROPORT FR,19651123,-9999,0.4,-2.4
GHCND:FR069029001,BRON LYON AEROPORT FR,19651124,-9999,3.2,-3.5
GHCND:FR069029001,BRON LYON AEROPORT FR,19651125,-9999,9.5,1.3
GHCND:FR069029001,BRON LYON AEROPORT FR,19651126,-9999,9.8,5.9
