STATION,STATION_NAME,DATE,TMAX,TMIN
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650101,14.4,3.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650102,6.7,1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650103,17.2,1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650104,8.3,-2.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650105,12.2,-1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650106,15.0,1.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650107,12.8,-2.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650108,12.8,-1.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650109,18.9,7.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650110,20.0,1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650111,2.8,-2.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650112,5.6,-4.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650113,10.0,-3.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650114,10.0,-1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650115,6.1,-8.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650116,-1.1,-8.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650117,-3.9,-8.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650118,-1.1,-9.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650119,1.7,-11.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650120,1.7,-9.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650121,8.9,-3.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650122,13.9,-0.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650123,17.2,2.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650124,17.8,2.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650125,8.3,1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650126,15.0,2.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650127,15.0,0.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650128,7.2,-6.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650129,11.1,-3.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650130,11.7,-6.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650131,-6.7,-8.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650201,-1.7,-12.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650202,4.4,-6.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650203,0.0,-10.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650204,0.6,-10.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650205,2.8,-8.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650206,6.1,-8.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650207,16.1,2.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650208,17.2,11.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650209,21.1,8.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650210,15.6,5.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650211,12.2,5.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650212,20.6,10.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650213,17.8,4.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650214,10.0,-2.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650215,-2.2,-7.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650216,3.3,-6.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650217,9.4,-3.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650218,10.6,2.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650219,17.2,3.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650220,12.2,-6.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650221,7.2,-4.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650222,14.4,-6.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650223,4.4,-5.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650224,7.8,-3.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650225,11.7,-1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650226,6.7,-7.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650227,0.6,-6.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650228,16.1,-2.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650301,21.1,3.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650302,18.3,3.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650303,6.1,1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650304,11.7,3.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650305,6.1,0.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650306,7.2,-3.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650307,4.4,-1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650308,11.1,1.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650309,11.1,0.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650310,12.2,1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650311,10.0,-3.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650312,9.4,-1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650313,5.6,-3.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650314,11.1,-1.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650315,15.6,-1.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650316,14.4,1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650317,18.9,5.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650318,5.6,0.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650319,20.6,3.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650320,15.6,-1.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650321,1.7,-8.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650322,6.1,-3.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650323,11.7,0.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650324,13.3,6.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650325,15.6,5.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650326,6.7,2.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650327,16.1,3.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650328,15.0,4.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650329,19.4,6.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650330,15.6,8.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650331,15.0,1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650401,10.0,-1.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650402,8.3,0.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650403,15.0,-1.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650404,13.3,2.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650405,13.3,2.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650406,21.1,5.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650407,21.7,12.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650408,26.7,8.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650409,25.6,8.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650410,26.7,7.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650411,19.4,8.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650412,18.9,12.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650413,28.9,11.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650414,18.9,3.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650415,17.8,7.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650416,20.6,7.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650417,18.3,2.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650418,21.1,7.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650419,26.7,10.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650420,15.6,6.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650421,11.7,6.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650422,21.1,7.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650423,23.3,14.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650424,31.7,12.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650425,17.2,7.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650426,10.6,6.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650427,24.4,9.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650428,25.0,8.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650429,13.9,5.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650430,18.3,6.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650501,25.0,13.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650502,29.4,14.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650503,29.4,13.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650504,31.1,14.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650505,31.1,15.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650506,30.6,16.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650507,28.3,16.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650508,25.6,15.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650509,22.8,13.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650510,28.3,16.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650511,30.6,16.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650512,29.4,15.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650513,24.4,11.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650514,27.2,11.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650515,24.4,11.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650516,26.7,15.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650517,29.4,19.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650518,30.6,16.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650519,30.0,16.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650520,28.9,16.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650521,28.3,17.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650522,25.0,15.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650523,30.0,16.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650524,31.7,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650525,30.0,17.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650526,27.8,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650527,32.2,19.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650528,31.7,17.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650529,30.6,15.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650530,25.6,10.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650531,21.1,11.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650601,25.0,15.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650602,28.3,17.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650603,30.6,18.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650604,26.1,13.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650605,22.2,13.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650606,25.6,12.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650607,30.6,15.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650608,30.6,19.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650609,26.1,18.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650610,27.8,19.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650611,31.1,20.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650612,27.8,19.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650613,22.8,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650614,30.6,15.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650615,25.6,14.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650616,15.6,11.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650617,14.4,11.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650618,20.0,11.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650619,22.8,11.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650620,25.6,14.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650621,28.9,16.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650622,30.6,17.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650623,31.7,18.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650624,31.1,18.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650625,30.6,15.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650626,23.3,13.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650627,23.3,14.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650628,25.6,15.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650629,30.6,19.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650630,33.3,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650701,30.6,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650702,25.6,13.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650703,27.2,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650704,28.9,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650705,31.1,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650706,30.6,17.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650707,29.4,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650708,29.4,19.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650709,31.1,19.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650710,31.1,20.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650711,30.6,19.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650712,26.7,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650713,25.6,16.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650714,27.8,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650715,32.2,20.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650716,31.1,17.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650717,29.4,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650718,31.1,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650719,31.7,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650720,27.8,17.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650721,25.6,16.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650722,26.7,15.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650723,27.8,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650724,32.8,19.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650725,32.2,22.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650726,32.8,19.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650727,31.1,20.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650728,24.4,19.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650729,28.3,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650730,25.6,17.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650731,26.1,16.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650801,25.0,17.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650802,28.3,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650803,27.8,13.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650804,27.8,16.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650805,29.4,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650806,30.6,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650807,32.2,18.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650808,29.4,20.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650809,29.4,20.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650810,27.8,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650811,29.4,15.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650812,28.3,16.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650813,31.1,20.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650814,32.8,21.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650815,32.2,21.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650816,32.8,20.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650817,33.3,21.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650818,34.4,20.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650819,33.3,20.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650820,33.3,18.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650821,27.8,17.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650822,26.7,19.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650823,31.1,19.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650824,31.7,19.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650825,27.2,18.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650826,28.3,18.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650827,31.7,18.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650828,33.9,20.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650829,30.6,8.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650830,22.2,8.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650831,25.0,12.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650901,26.7,16.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650902,28.3,13.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650903,23.9,13.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650904,23.9,10.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650905,25.6,13.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650906,25.6,13.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650907,25.0,11.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650908,26.1,11.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650909,29.4,12.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650910,30.0,17.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650911,32.8,20.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650912,32.8,19.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650913,23.9,20.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650914,28.3,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650915,29.4,19.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650916,29.4,19.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650917,30.6,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650918,29.4,17.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650919,31.1,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650920,32.8,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650921,31.1,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650922,31.7,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650923,29.4,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650924,29.4,18.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650925,24.4,10.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650926,21.1,6.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650927,23.3,12.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650928,20.0,8.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650929,19.4,9.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19650930,23.9,9.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651001,24.4,13.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651002,24.4,10.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651003,21.7,8.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651004,23.9,7.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651005,17.8,2.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651006,16.7,1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651007,20.0,5.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651008,17.2,10.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651009,22.2,7.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651010,21.7,7.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651011,18.9,6.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651012,21.1,10.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651013,22.8,7.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651014,20.0,10.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651015,24.4,10.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651016,26.1,12.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651017,26.7,12.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651018,18.9,7.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651019,18.3,7.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651020,22.2,12.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651021,25.0,13.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651022,23.3,15.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651023,23.9,8.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651024,19.4,4.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651025,12.2,0.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651026,14.4,2.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651027,19.4,3.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651028,20.6,5.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651029,17.8,-1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651030,8.9,-2.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651031,17.8,1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651101,22.2,7.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651102,16.1,2.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651103,17.8,4.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651104,22.2,7.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651105,24.4,7.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651106,17.8,5.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651107,21.7,6.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651108,23.3,8.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651109,23.3,11.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651110,21.7,5.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651111,10.6,5.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651112,10.0,6.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651113,10.6,7.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651114,19.4,7.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651115,17.2,1.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651116,16.1,2.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651117,21.1,10.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651118,11.1,-1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651119,9.4,0.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651120,12.8,-1.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651121,15.0,1.1
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651122,12.8,5.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651123,16.1,2.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651124,16.7,2.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651125,14.4,1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651126,10.0,2.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651127,18.3,5.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651128,18.3,4.4
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651129,14.4,0.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651130,7.8,-5.0
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651201,4.4,-5.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651202,6.7,-3.9
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651203,15.6,-0.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651204,11.7,2.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651205,11.7,-2.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651206,12.2,0.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651207,12.2,-1.7
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651208,7.2,-3.3
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651209,13.9,-2.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651210,14.4,2.2
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651211,16.7,2.8
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651212,18.3,5.6
GHCND:USC00317202,REIDSVILLE 2 NW NC US,19651213,18.3,9.4
