STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,TAVG,TMAX,TMIN,TOBS
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980611,15.4,18.7,9.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980612,9.9,11.4,7.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980613,8.2,9.4,6.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980614,8.1,9.2,6.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980615,8.5,14.0,6.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980616,11.7,19.0,5.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980617,16.7,23.8,11.1,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980618,16.7,21.0,10.3,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980619,14.2,22.8,6.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980620,21.6,29.7,14.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980621,17.9,25.5,11.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980622,16.7,19.3,11.3,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980623,16.9,26.2,10.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980624,15.4,16.6,10.1,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980625,13.8,17.8,11.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980626,14.2,16.8,11.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980627,15.2,21.0,12.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980628,16.7,22.4,13.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980629,18.7,27.0,10.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980630,17.9,19.0,13.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980701,14.3,16.0,11.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980702,14.9,25.5,7.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980703,21.1,26.8,16.9,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980704,21.4,26.3,14.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980705,22.7,30.4,15.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980706,25.8,32.8,18.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980707,22.6,28.5,17.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980708,21.1,25.3,12.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980709,21.5,24.1,17.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980710,19.7,23.6,15.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980711,20.8,28.4,16.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980712,21.1,24.1,15.9,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980713,17.5,18.4,11.1,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980714,11.6,14.9,8.9,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980715,12.7,18.2,5.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980716,17.1,26.0,9.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980717,19.8,23.9,14.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980718,16.4,17.6,13.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980719,14.4,15.8,12.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980720,14.2,17.2,10.1,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980721,14.1,22.1,6.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980722,17.4,23.2,11.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980723,19.3,28.9,12.1,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980724,22.6,28.2,16.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980725,20.2,23.7,13.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980726,19.4,26.1,13.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980727,17.3,18.3,12.3,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980728,14.9,18.0,10.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980729,14.7,19.4,7.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980730,17.7,22.3,14.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980731,17.7,23.3,14.1,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980801,19.8,26.7,12.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980802,21.1,26.5,13.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980803,23.2,32.3,14.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980804,24.0,28.3,16.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980805,19.7,19.6,15.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980806,17.8,20.7,13.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980807,14.1,15.3,12.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980808,14.3,18.3,9.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980809,17.4,26.7,11.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980810,20.0,23.2,15.1,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980811,17.5,22.0,11.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980812,14.8,17.0,10.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980813,14.6,21.4,8.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980814,15.1,19.0,9.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980815,12.6,17.1,5.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980816,20.8,25.0,8.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980817,20.2,26.3,11.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980818,19.4,20.0,12.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980819,13.1,15.5,10.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980820,12.9,20.2,6.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980821,14.8,19.2,10.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980822,16.3,23.1,10.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980823,13.7,17.5,8.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980824,14.1,17.5,11.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980825,13.9,21.4,9.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980826,15.4,16.8,12.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980827,12.4,17.6,8.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980828,13.7,20.5,9.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980829,15.9,26.4,7.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980830,14.8,20.0,10.1,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980831,12.2,16.5,6.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980901,12.8,16.7,9.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980902,10.7,13.9,5.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980903,11.1,15.5,8.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980904,11.0,16.7,4.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980905,11.1,14.2,6.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980906,9.7,15.8,3.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980907,14.3,22.8,10.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980908,14.3,19.7,8.9,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980909,13.6,20.7,7.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980910,11.5,16.6,3.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980911,10.9,18.8,5.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980912,11.2,15.6,5.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980913,10.7,12.0,4.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980914,7.6,15.5,1.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980915,8.8,16.1,1.9,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980916,7.6,12.2,1.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980917,5.2,10.3,2.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980918,7.7,18.1,1.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980919,10.2,20.3,3.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980920,12.6,22.9,6.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980921,14.2,18.0,6.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980922,11.8,12.8,5.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980923,8.2,11.6,3.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980924,5.7,12.1,0.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980925,7.1,8.2,0.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980926,3.2,8.8,-1.1,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980927,6.4,9.4,1.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980928,4.4,12.8,0.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980929,5.2,7.3,-0.3,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19980930,2.9,8.7,-1.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981001,7.4,12.8,5.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981002,9.0,9.7,7.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981003,8.0,9.6,6.3,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981004,5.8,7.4,1.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981005,3.7,5.0,0.3,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981006,2.1,4.7,-0.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981007,3.4,4.3,1.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981008,2.2,3.0,0.1,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981009,0.4,1.3,-5.3,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981010,-3.9,1.4,-9.1,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981011,-3.3,3.4,-8.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981012,1.1,5.7,-2.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981013,2.1,3.4,0.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981014,2.7,4.4,1.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981015,3.4,4.2,2.3,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981016,3.8,9.4,1.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981017,6.0,10.7,1.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981018,2.9,9.2,-3.1,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981019,1.8,8.2,-3.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981020,7.4,16.0,3.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981021,9.9,15.2,2.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981022,4.7,7.0,-0.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981023,3.6,4.9,-1.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981024,2.9,11.0,0.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981025,7.6,13.6,4.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981026,10.4,12.3,5.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981027,4.7,5.9,0.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981028,1.7,2.5,-1.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981029,-1.6,-0.5,-4.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981030,-3.7,0.0,-9.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981031,-5.4,1.4,-10.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981101,-1.7,2.6,-5.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981102,-4.3,1.1,-9.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981103,0.4,1.8,-0.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981104,0.8,1.7,0.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981105,1.1,1.8,0.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981106,0.6,1.4,0.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981107,1.2,2.6,-3.3,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981108,-0.8,1.5,-2.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981109,-2.3,-0.2,-5.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981110,-5.7,-4.9,-9.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981111,-11.4,-9.5,-16.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981112,-11.8,-8.3,-15.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981113,-12.9,-11.0,-15.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981114,-12.3,-8.1,-15.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981115,-15.4,-11.5,-20.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981116,-15.7,-11.6,-20.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981117,-14.2,-12.0,-16.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981118,-12.6,-10.4,-15.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981119,-15.4,-11.9,-18.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981120,-13.4,-3.2,-14.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981121,-5.7,-3.3,-8.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981122,-7.2,-6.6,-11.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981123,-8.9,-5.3,-10.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981124,-7.3,-3.7,-10.3,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981125,-5.2,-2.8,-7.3,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981126,-7.2,-5.5,-11.1,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981127,-8.2,-4.9,-9.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981128,-9.3,-6.5,-15.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981129,-11.0,-7.5,-13.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981130,-10.7,-8.7,-19.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981201,-15.6,-10.7,-21.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981202,-11.8,-6.8,-18.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981203,-8.4,-6.3,-13.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981204,-14.3,-12.1,-18.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981205,-18.8,-13.5,-21.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981206,-11.6,-8.9,-13.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981207,-11.8,-10.6,-15.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981208,-11.6,-8.1,-13.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981209,-9.3,-4.0,-13.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981210,-4.4,2.0,-9.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981211,0.0,1.9,-13.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981212,-8.4,-1.6,-14.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981213,-3.5,-0.3,-11.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981214,-11.1,-8.5,-19.9,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981215,-19.2,-13.4,-23.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981216,-14.9,-9.9,-16.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981217,-12.5,-7.2,-19.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981218,-20.1,-16.3,-25.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981219,-24.7,-22.3,-30.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981220,-27.9,-25.3,-30.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981221,-19.9,-10.0,-26.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981222,-18.6,-16.5,-21.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981223,-21.6,-19.5,-24.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981224,-22.7,-11.9,-26.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981225,-11.6,-6.9,-12.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981226,-11.2,-7.1,-19.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981227,-21.2,-17.8,-28.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981228,-27.6,-24.9,-34.1,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981229,-32.1,-27.1,-35.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981230,-29.3,-26.5,-34.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19981231,-32.1,-24.6,-36.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990101,-26.6,-22.0,-31.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990102,-26.8,-26.3,-31.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990103,-24.7,-16.6,-27.9,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990104,-27.0,-21.0,-31.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990105,-24.6,-21.6,-28.9,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990106,-27.9,-24.2,-30.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990107,-25.3,-24.3,-31.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990108,-29.7,-26.7,-33.1,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990109,-28.0,-26.8,-35.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990110,-9999,-30.4,-38.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990111,-36.6,-28.5,-40.1,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990112,-26.8,-17.7,-30.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990113,-21.6,-9.3,-27.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990114,-8.9,-3.6,-11.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990115,-10.6,-9.1,-14.9,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990116,-14.4,-13.2,-16.5,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990117,-14.7,-11.5,-16.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990118,-12.8,-12.1,-14.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990119,-14.6,-11.7,-21.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990120,-15.7,-13.9,-21.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990121,-21.3,-19.2,-27.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990122,-29.4,-24.3,-34.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990123,-25.9,-15.3,-29.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990124,-16.6,-12.6,-21.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990125,-18.2,-15.0,-21.3,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990126,-16.6,-13.7,-20.1,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990127,-17.2,-13.8,-22.3,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990128,-20.1,-17.0,-28.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990129,-25.8,-24.3,-26.9,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990130,-25.7,-24.3,-33.3,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990131,-30.1,-20.9,-36.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990201,-21.6,-19.8,-26.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990202,-27.7,-25.6,-33.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990203,-29.3,-20.9,-34.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990204,-23.6,-17.6,-28.6,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990205,-20.3,-13.8,-24.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990206,-13.1,-10.0,-14.2,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990207,-15.6,-10.4,-23.0,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990208,-16.7,-12.9,-25.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990209,-22.9,-19.1,-27.4,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990210,-21.1,-19.2,-24.7,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990211,-25.2,-12.7,-30.8,-9999
GHCND:CA002202400,HAY RIVER A CA,165,60.8333,-115.7833,19990212,-14.2,-10.3,-19.1,-9999
