STATION,STATION_NAME,DATE,TAVG,TMAX,TMIN
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771120,6.2,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771121,2.9,4,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771122,2.7,4,-1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771123,4.2,6,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771124,4.2,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771125,1.9,3,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771126,-0.2,1,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771127,-2.1,2,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771128,-1.1,2,-7
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771129,-0.9,-9999,-4
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771130,0.3,5,-4
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771201,-1.5,1,-5
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771202,-1.2,1,-3
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771203,-0.6,1,-2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771204,-1.7,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771205,0,-9999,-2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771206,0.6,2,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771207,-1.1,-9999,-5
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771208,3.9,-9999,2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771209,4.1,5,4
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771210,2.7,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771211,1.7,2,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771212,4.1,-9999,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771213,6.2,7,5
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771214,6.4,7,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771215,6.1,9,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771216,2.7,-9999,0
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771217,5.2,6,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771218,0.4,3,-2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771219,2.3,4,0
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771220,4.7,-9999,2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771221,4,6,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771222,1.6,3,-1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771223,5.1,7,2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771224,8.1,11,6
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771225,5.1,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771226,5.8,7,4
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771227,4.7,-9999,3
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771228,2.7,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771229,1.4,4,-1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771230,0.3,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19771231,0.4,3,-3
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780101,4.4,7,-2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780102,4.1,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780103,1.4,3,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780104,-1.9,0,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780105,0.1,-9999,-5
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780106,5.9,8,2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780107,4.7,6,3
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780108,4.3,5,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780109,3.3,5,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780110,1.9,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780111,1.4,2,0
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780112,-0.6,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780113,0.6,6,-6
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780114,3.4,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780115,3.8,5,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780116,0.9,1,-1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780117,1.9,3,0
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780118,1.9,3,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780119,1.9,3,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780120,2.2,3,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780121,1.4,3,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780122,0.7,1,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780123,0.3,-9999,-1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780124,1.1,2,0
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780125,0.6,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780126,-1.6,0,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780127,-0.7,-9999,-6
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780128,1.7,3,-1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780129,1.8,3,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780130,0.6,1,0
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780131,-0.6,1,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780201,-0.7,1,-4
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780202,0.7,-9999,-1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780203,0.3,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780204,-1,0,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780205,0,-9999,-3
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780206,-1.7,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780207,-2.4,-1,-5
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780208,-3.8,-3,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780209,-5,-4,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780210,-4.4,-9999,-8
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780211,-4.6,-4,-5
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780212,-2.6,-1,-5
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780213,-3,-3,-4
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780214,-4.4,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780215,-7.8,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780216,-6.7,-9999,-14
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780217,-6.8,-1,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780218,-8.9,-2,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780219,-11.5,-4,-19
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780220,-0.3,3,-14
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780221,0.8,3,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780222,-2.9,0,-6
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780223,-2.3,-1,-4
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780224,1.7,4,-3
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780225,2.3,3,2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780226,2.4,-9999,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780227,1.9,-9999,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780228,3.4,6,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780301,1.4,2,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780302,1.7,2,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780303,2.5,3,2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780304,2.4,-9999,2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780305,2.8,6,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780306,2.1,5,-1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780307,2.1,7,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780308,1.1,2,-2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780309,4.2,8,0
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780310,3.8,7,2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780311,5.1,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780312,2.8,5,-1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780313,4.8,7,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780314,4.6,6,2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780315,5.6,8,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780316,-0.5,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780317,-5.1,-4,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780318,-5.7,1,-13
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780319,-5.3,-3,-11
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780320,-2.8,-2,-5
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780321,-5.2,-3,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780322,-4,-9999,-12
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780323,1.9,4,-1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780324,2.3,4,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780325,3.1,5,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780326,2.8,5,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780327,4.6,8,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780328,6.9,11,-0.1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780329,8.4,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780330,7.2,-9999,4
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780331,5.2,11,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780401,6.4,10,2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780402,6.6,9,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780403,4.1,8,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780404,4.8,10,0
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780405,3.8,7,0
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780406,3.9,-9999,-2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780407,6.7,13,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780408,6.6,14,0
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780409,6.1,10,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780410,5.7,10,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780411,3.1,6,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780412,2,-9999,-1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780413,2.7,7,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780414,2.3,7,-2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780415,4.2,-9999,-2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780416,5.2,10,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780417,4.2,8,-1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780418,5.6,9,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780419,6.4,11,0
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780420,4.1,6,2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780421,8.4,14,3
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780422,9.4,14,5
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780423,8.5,14,3
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780424,5.9,9,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780425,2,5,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780426,2.4,5,-2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780427,3.4,6,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780428,3.2,7,-1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780429,3.8,8,-1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780430,6.2,10,2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780501,7,11,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780502,7.2,13,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780503,8.1,13,2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780504,8.4,14,2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780505,11.4,19,5
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780506,12.4,-9999,5
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780507,11.6,16,7
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780508,10.4,16,5
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780509,10.4,-9999,3
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780510,5.4,8,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780511,6.2,12,-1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780512,5.6,10,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780513,6.1,8,3
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780514,8.1,13,2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780515,8.2,12,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780516,8.4,14,1
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780517,10.4,14,6
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780518,10.8,14,8
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780519,11.4,14,8
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780520,13.4,18,7
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780521,15.4,21,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780522,15.1,19,12
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780523,14.3,16,12
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780524,16.7,21,14
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780525,15.6,21,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780526,15.7,21,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780527,15.4,21,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780528,17.1,26,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780529,17.2,25,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780530,17.4,25,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780531,17.7,25,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780601,19.8,27,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780602,21,28,12
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780603,20.2,27,14
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780604,18.9,24,14
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780605,19.5,27,12
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780606,19.3,25,16
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780607,17.2,20,15
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780608,14.4,17,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780609,12.3,15,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780610,12.4,16,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780611,11.7,15,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780612,12.1,17,8
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780613,14.1,20,8
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780614,15.1,20,9
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780615,14.3,19,6
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780616,16.4,23,8
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780617,15.1,19,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780618,15.1,22,6
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780619,13.9,17,11
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780620,13.7,18,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780621,14.1,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780622,16,21,13
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780623,15.6,22,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780624,13,-9999,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780625,12.6,-9999,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780626,12.3,15,11
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780627,14.1,17,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780628,13.9,18,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780629,14.7,17,12
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780630,16.1,19,13
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780701,13.9,16,11
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780702,13.2,15,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780703,14.7,17,13
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780704,13.2,18,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780705,11.6,15,8
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780706,13.2,18,7
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780707,13.8,18,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780708,11.9,14,11
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780709,13.1,18,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780710,16.6,22,9
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780711,15.3,19,12
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780712,14.7,17,13
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780713,14.3,17,12
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780714,14.3,17,12
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780715,14.2,18,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780716,14.1,18,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780717,14.1,19,7
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780718,13.3,17,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780719,13.6,16,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780720,13,14,11
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780721,14.1,19,7
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780722,13.9,16,11
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780723,16.1,20,12
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780724,16.4,19,14
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780725,15.5,20,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780726,16.2,21,8
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780727,17.3,23,14
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780728,18.7,23,13
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780729,20.6,26,14
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780730,21.2,26,15
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780731,22.1,28,17
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780801,21.9,28,17
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780802,20.7,25,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780803,17.9,23,13
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780804,17,21,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780805,15.7,18,14
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780806,15.2,18,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780807,15.6,20,12
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780808,16.1,21,11
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780809,16.6,22,11
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780810,16.4,20,11
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780811,15.4,22,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780812,15.6,-9999,9
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780813,15.9,19,12
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780814,16.2,19,14
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780815,18.6,24,15
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780816,16.2,20,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780817,13.7,18,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780818,15.1,21,8
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780819,15.1,20,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780820,16.7,24,9
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780821,18.4,24,14
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780822,15.6,19,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780823,15.1,18,12
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780824,14.3,18,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780825,13.8,16,12
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780826,13.5,17,7
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780827,11.8,15,9
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780828,12.1,16,9
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780829,11.6,15,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780830,11.3,-9999,5
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780831,10.8,17,6
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780901,10.4,14,4
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780902,12.2,17,7
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780903,12.8,17,7
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780904,13.2,15,12
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780905,11.8,16,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780906,11.7,15,6
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780907,13.4,16,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780908,14.1,17,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780909,13.8,16,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780910,13.8,17,12
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780911,11.9,13,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780912,12.7,17,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780913,11.4,14,8
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780914,13.8,15,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780915,11.8,-9999,11
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780916,13.1,15,11
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780917,12.2,-9999,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780918,11.1,13,9
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780919,8.5,13,4
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780920,7.7,-9999,2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780921,11.2,-9999,9
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780922,10.7,12,8
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780923,10.1,12,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780924,11.9,14,9
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780925,11.3,15,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780926,10.8,14,9
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780927,9.2,13,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780928,8.7,14,6
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780929,8.4,12,4
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19780930,9.4,12,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781001,6.3,10,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781002,6.3,11,0
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781003,8.7,12,5
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781004,8.9,12,6
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781005,9.9,13,7
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781006,11.6,13,11
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781007,12.7,16,11
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781008,12.1,16,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781009,12.1,15,9
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781010,12.9,15,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781011,11.8,16,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781012,12.9,21,6
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781013,13.1,21,8
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781014,9.3,-9999,6
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781015,10.3,11,9
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781016,9.9,12,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781017,7.3,10,4
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781018,7.9,11,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781019,11.1,14,10
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781020,9.1,12,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781021,5.3,9,-9999
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781022,5.4,-9999,2
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781023,9.2,11,5
GHCND:DAM00006030,FLYVESTATION AALBORG DA,19781024,9.7,12,-9999
